tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
61621	Rhinopithecus bieti	108536765	0	live	PGM2		phosphoglucomutase 2	LOW QUALITY PROTEIN: phosphoglucomutase-2		Un	NW_016807772.1	1331722	1370002	plus	14		
321398	Lepidothrix coronata	108500739	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_016690273.1	2591908	2621787	minus	15		
321398	Lepidothrix coronata	108492523	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_016690180.1	11454018	11474424	minus	15		
9974	Manis javanica	108404772	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		11	NC_133166.1	20620297	20699853	plus	14		
9974	Manis javanica	108387604	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		5	NC_133160.1	143306535	143335093	minus	14		
2715852	Cebus imitator	108307569	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_016107394.1	4175613	4237167	minus	14		
2715852	Cebus imitator	108303465	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_016107362.1	1968351	2002801	minus	15		
291302	Miniopterus natalensis	107533674	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_015504435.1	230999	267145	plus	14		
291302	Miniopterus natalensis	107532100	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_015504023.1	350436	384210	plus	14		
9407	Rousettus aegyptiacus	107519139	0	live	PGM2L1	HJG63_015202	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_023416308.1	75567561	75618718	plus	14		
9407	Rousettus aegyptiacus	107508731	0	live	PGM2	HJG63_015201	phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_023416285.1	22185214	22215894	plus	14		
93934	Coturnix japonica	107313826	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		4	NC_029519.1	63024355	63041536	minus	14		
93934	Coturnix japonica	107308620	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_029516.1	175428431	175466846	plus	15		
9157	Parus major	107214214	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_031768.1	113670752	113699236	minus	15		
9157	Parus major	107203016	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		4	NC_031771.1	46979326	47001334	minus	14		
9994	Marmota marmota marmota	107139174	0	live	Pgm2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026000108.1	29349670	29380666	plus	15		
9994	Marmota marmota marmota	107135521	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026000174.1	13824389	13885300	plus	14		
32536	Acinonyx jubatus	106979168	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		B1	NC_069382.1	170421310	170459089	minus	14		
32536	Acinonyx jubatus	106977984	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		D1	NC_069390.1	56559618	56609467	minus	14		
9172	Sturnus vulgaris	106860716	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_014650729.1	778297	803240	plus	14		
9172	Sturnus vulgaris	106850019	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_014650496.1	3322180	3341081	plus	14		
9793	Equus asinus	106842676	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		3	NC_091792.1	131596957	131630744	minus	14		
9793	Equus asinus	106831688	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		20	NC_091809.1	83686782	83752087	plus	15		
2696672	Apteryx mantelli	106493429	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_089978.1	2621769	2669522	minus	17		
2696672	Apteryx mantelli	106490181	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		5	NC_089982.1	62374417	62392885	minus	14		
8845	Anser cygnoides	106042397	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_089873.1	211411570	211458238	plus	17		
8845	Anser cygnoides	106039078	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		4	NC_089876.1	23628498	23670825	plus	15		
10020	Dipodomys ordii	105983981	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_012267238.1	3807571	3844759	minus	14		
10020	Dipodomys ordii	105980162	0	live	Pgm2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_012267224.1	17545401	17592038	plus	15		
30608	Microcebus murinus	105874851	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		4	NC_033663.1	73281591	73316682	plus	15		
30608	Microcebus murinus	105860379	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		5	NC_033664.1	59121313	59197180	minus	14		
379532	Propithecus coquereli	105811404	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_012147897.1	4071721	4119932	minus	14		
379532	Propithecus coquereli	105810513	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_012146412.1	2576141	2608988	minus	14		
37293	Aotus nancymaae	105732750	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026988417.1	36671403	36710415	plus	17		
37293	Aotus nancymaae	105720416	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026988473.1	58283319	58341753	minus	15		
9531	Cercocebus atys	105584868	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_012008694.1	6363837	6400310	minus	14		
9531	Cercocebus atys	105578750	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_012005601.1	9200296	9254924	plus	18		
9568	Mandrillus leucophaeus	105551047	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_012105410.1	512454	566600	plus	14		
9568	Mandrillus leucophaeus	105542131	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_012102599.1	529790	566211	plus	14		
336983	Colobus angolensis palliatus	105516793	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_012116154.1	5533238	5569168	minus	14		
336983	Colobus angolensis palliatus	105511837	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_012115211.1	2106963	2166522	plus	14		
132908	Pteropus vampyrus	105303683	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_011889092.1	201002	268667	plus	14		
132908	Pteropus vampyrus	105295806	0	live	PGM2		phosphoglucomutase 2	LOW QUALITY PROTEIN: phosphoglucomutase-2		Un	NW_011888786.1	17290820	17325305	plus	14		
9838	Camelus dromedarius	105106039	0	live	PGM2	Cadr_000002159	phosphoglucomutase 2	phosphopentomutase		1	NC_087436.1	95950204	95984653	minus	14		
9838	Camelus dromedarius	105097026	0	live	PGM2L1	Cadr_000015232	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|6-bisphosphate synthase|Glucose 1		12	NC_087447.1	48655304	48691450	minus	14		
9837	Camelus bactrianus	105083313	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		10	NC_133548.1	48659065	48696199	minus	15		
9837	Camelus bactrianus	105074965	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		2	NC_133540.1	109225475	109259919	minus	14		
43346	Bison bison bison	104997582	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_011494882.1	2426392	2491575	plus	15		
43346	Bison bison bison	104995118	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_011494848.1	787754	849298	minus	14		
885580	Fukomys damarensis	104862871	0	live	Pgm2	H920_05712	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_022900947.1	28973372	29004292	plus	14		
885580	Fukomys damarensis	104847722	0	live	Pgm2l1	H920_14629	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_022900928.1	27723589	27782268	minus	14		
52644	Haliaeetus leucocephalus	104837499	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_010972972.1	6611189	6652443	plus	17		
52644	Haliaeetus leucocephalus	104836085	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_010972875.1	2517648	2537100	plus	14		
932674	Corvus cornix cornix	104698143	0	live	PGM2L1		phosphoglucomutase 2 like 1	LOW QUALITY PROTEIN: glucose 1,6-bisphosphate synthase		1	NC_046332.1	649498	676425	minus	14		
932674	Corvus cornix cornix	104690683	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		4	NC_046334.1	50644777	50664534	minus	14		
61622	Rhinopithecus roxellana	104665121	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		15	NC_044563.1	57779435	57847433	plus	14		
61622	Rhinopithecus roxellana	104664350	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		2	NC_044550.1	141115320	141151490	plus	14		
100784	Balearica regulorum gibbericeps	104636096	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_010757244.1	4404	19577	plus	13		
100784	Balearica regulorum gibbericeps	104635248	0	live	PGM2L1	N312_01525	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_010754164.1	2658	14776	plus	11		
97097	Phaethon lepturus	104621805	0	live	PGM2	N335_10436	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_010543613.1	4524	21309	plus	13		
97097	Phaethon lepturus	104617799	0	live	PGM2L1	N335_01340	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_010511221.1	5133	44937	minus	14		
94827	Tinamus guttatus	104570239	0	live	PGM2L1	N309_06406	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_010583333.1	27715	45152	minus	13		
94827	Tinamus guttatus	104570171	0	live	PGM2	N309_15214	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_010577049.1	1011	9396	plus	8		
57412	Colius striatus	104557696	0	live	PGM2	N325_11832	phosphoglucomutase 2	phosphopentomutase|Phosphoglucomutase-2		3	NC_084761.1	75513034	75535269	minus	14		
54374	Mesitornis unicolor	104534056	0	live	PGM2	N332_10770	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_010165254.1	4305	18506	plus	13		
279965	Antrostomus carolinensis	104521024	0	live	PGM2	N321_11388	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_010299770.1	1978	16297	minus	13		
54383	Eurypyga helias	104513489	0	live	PGM2L1	N326_07024	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_010265787.1	5315	16148	plus	8		
54383	Eurypyga helias	104504339	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_010237740.1	1087	16746	minus	15		
175836	Buceros rhinoceros silvestris	104501122	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_010393548.1	4014	18817	plus	13		
175836	Buceros rhinoceros silvestris	104498393	0	live	PGM2L1	N320_05430	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_010427203.1	3012	22274	minus	14		
187382	Chlamydotis macqueenii	104478411	0	live	PGM2L1	N324_01086	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_010471437.1	3067	30850	minus	14		
187382	Chlamydotis macqueenii	104475934	0	live	PGM2	N324_06777	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_010461837.1	10911	26230	minus	14		
240206	Pterocles gutturalis	104464950	0	live	PGM2	N339_01500	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_010123205.1	10554	25581	minus	13		
176057	Nestor notabilis	104413743	0	live	PGM2	N333_13115	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_009916923.1	4906	19227	plus	13		
176057	Nestor notabilis	104403734	0	live	PGM2L1	N333_09261	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_009923143.1	15828	39806	plus	13		
8897	Chaetura pelagica	104396293	0	live	PGM2	M959_04260	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_009970716.1	4056065	4070940	minus	13		
8897	Chaetura pelagica	104394915	0	live	PGM2L1	M959_12599	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_009954496.1	214040	261669	minus	14		
121530	Tauraco erythrolophus	104377621	0	live	PGM2L1	N340_11307	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_010062237.1	5046	16015	plus	8		
121530	Tauraco erythrolophus	104370208	0	live	PGM2	N340_04452	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_010034504.1	9104	25766	minus	13		
56313	Tyto alba	104359124	0	live	PGM2L1	N341_11807	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_024881282.1	1795380	1839475	minus	16		
56313	Tyto alba	104355872	0	live	PGM2	N341_11845	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_024881327.1	31086255	31106401	minus	14		
188344	Leptosomus discolor	104348053	0	live	PGM2L1	N330_02067	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_009868671.1	5334	25628	plus	12		
188344	Leptosomus discolor	104340561	0	live	PGM2	N330_14146	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_009874017.1	10491	25780	minus	13		
30419	Opisthocomus hoazin	104337390	0	live	PGM2L1	N306_13266	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_009909466.1	271692	299125	minus	14		
30419	Opisthocomus hoazin	104330320	0	live	PGM2	N306_13437	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_009901458.1	4380229	4395384	minus	13		
8969	Haliaeetus albicilla	104321029	0	live	PGM2	N329_06081	phosphoglucomutase 2	phosphopentomutase|Phosphoglucomutase-2		1	NC_091483.1	60007343	60026924	minus	14		
8969	Haliaeetus albicilla	104310851	0	live	PGM2L1	N329_07218	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		20	NC_091502.1	26882737	26924038	plus	15		
118200	Dryobates pubescens	104296715	0	live	PGM2	N307_06670	phosphoglucomutase 2	phosphopentomutase|Phosphoglucomutase-2		1	NC_071612.1	37262899	37283907	minus	14		
50402	Charadrius vociferus	104291727	0	live	PGM2L1	N301_10012	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_009649852.1	1499145	1540977	plus	14		
50402	Charadrius vociferus	104288071	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_009648793.1	1985497	2000435	plus	13		
57397	Apaloderma vittatum	104278188	0	live	PGM2L1	N311_11411	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_009731165.1	55	27095	plus	15		
57397	Apaloderma vittatum	104268001	0	live	PGM2	N311_04653	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_009732668.1	4748	21174	plus	13		
37040	Gavia stellata	104257004	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		5	NC_082598.1	25585668	25606987	plus	14		
37040	Gavia stellata	104253672	0	live	PGM2L1	N328_06522	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		1	NC_082594.1	1567990	1609080	minus	14		
54380	Cariama cristata	104154876	0	live	PGM2L1	N322_04077	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_009625846.1	1347	21618	minus	12		
54380	Cariama cristata	104154652	0	live	PGM2	N322_11717	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_009635101.1	1342	12079	minus	10		
8801	Struthio camelus	104144678	0	live	PGM2L1	N308_14626	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		1	NC_090942.1	223417273	223462625	plus	14		
8801	Struthio camelus	104143072	0	live	PGM2	N308_07722	phosphoglucomutase 2	phosphopentomutase|Phosphoglucomutase-2		4	NC_090945.1	62363214	62382156	minus	14		
188379	Egretta garzetta	104128482	0	live	PGM2	Z169_05684	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_009260073.1	3316202	3337770	minus	14		
188379	Egretta garzetta	104126550	0	live	PGM2L1	Z169_00312	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_009258308.1	307467	347591	minus	16		
30455	Fulmarus glacialis	104081326	0	live	PGM2L1	N327_10027	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_009229971.1	16744	40427	plus	13		
30455	Fulmarus glacialis	104080414	0	live	PGM2	N327_02325	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_009226421.1	3074	17874	plus	13		
55661	Cuculus canorus	104064270	0	live	PGM2	N303_08407	phosphoglucomutase 2	phosphopentomutase|Phosphoglucomutase-2		4	NC_071404.1	24705763	24728013	plus	14		
55661	Cuculus canorus	104064105	0	live	PGM2L1	N303_02018	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		1	NC_071401.1	14969278	15005702	minus	14		
9209	Phalacrocorax carbo	104041530	0	live	PGM2L1	N336_01678	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		1	NC_087513.1	216953488	216998402	plus	15		
9209	Phalacrocorax carbo	104041152	0	live	PGM2	N336_01687	phosphoglucomutase 2	phosphopentomutase|Phosphoglucomutase-2		4	NC_087516.1	25543513	25563240	plus	14		
36300	Pelecanus crispus	104029388	0	live	PGM2L1	N334_01133	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_009078711.1	14384	32030	minus	13		
36300	Pelecanus crispus	104024962	0	live	PGM2	N334_10352	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_009086648.1	11083	23112	minus	10		
128390	Nipponia nippon	104022706	0	live	PGM2L1	Y956_06579	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_008998675.1	407260	445233	minus	14		
128390	Nipponia nippon	104009814	0	live	PGM2	Y956_08293	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_008999517.1	998586	1013915	minus	13		
9238	Pygoscelis adeliae	103921123	0	live	PGM2L1	AS28_07269	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_008825211.1	242443	317942	minus	14		
9238	Pygoscelis adeliae	103914695	0	live	PGM2	AS28_02194	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_008824475.1	334905	353422	minus	13		
9233	Aptenodytes forsteri	103899646	0	live	PGM2	AS27_09533	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_008795334.1	3137045	3155405	minus	13		
9233	Aptenodytes forsteri	103897038	0	live	PGM2L1	AS27_10688	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_008794121.1	444172	484409	minus	13		
9135	Serinus canaria	103824722	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		4	NC_066317.1	49307235	49329386	minus	14		
9135	Serinus canaria	103818436	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_066313.1	339540	363146	plus	15		
57068	Acanthisitta chloris	103809209	0	live	PGM2	N310_02212	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_008690936.1	4023	17483	plus	13		
57068	Acanthisitta chloris	103806299	0	live	PGM2L1	N310_05938	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_008683520.1	10169	29532	plus	13		
57421	Merops nubicus	103775224	0	live	PGM2	N331_00054	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_008615840.1	940	16268	plus	13		
57421	Merops nubicus	103770228	0	live	PGM2L1	N331_02730	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_008599704.1	1375	11436	minus	8		
328815	Manacus vitellinus	103760859	0	live	PGM2	N305_05074	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_021938789.1	16996339	17010398	plus	13		
328815	Manacus vitellinus	103754367	0	live	PGM2L1	N305_10312	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_021940498.1	8394733	8424569	minus	15		
29073	Ursus maritimus	103678049	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_024424008.1	9217622	9265361	minus	14		
29073	Ursus maritimus	103672656	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_024426996.1	52085041	52117772	minus	14		
85066	Corvus brachyrhynchos	103625248	0	live	PGM2L1	N302_10401	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		Un	NW_008236761.1	686612	701903	minus	13		
85066	Corvus brachyrhynchos	103622425	0	live	PGM2	N302_04033	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_008240046.1	2584722	2599802	plus	13		
482537	Galeopterus variegatus	103601930	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_007730053.1	42820	74789	minus	16		
482537	Galeopterus variegatus	103598182	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_007728636.1	3378	67596	minus	15		
9798	Equus przewalskii	103552801	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		3	NC_091833.1	89125373	89160883	minus	14		
9798	Equus przewalskii	103542419	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		6	NC_091836.1	69640957	69706790	plus	14		
9244	Calypte anna	103527066	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_022045420.1	35632	66324	plus	13		
9244	Calypte anna	103526685	0	live	PGM2	N300_04058	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		4A	NC_044248.1	13276386	13295087	plus	14		
29078	Eptesicus fuscus	103293590	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		13	NC_072485.1	40176593	40217925	plus	15		
29078	Eptesicus fuscus	103285023	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		2	NC_072474.1	94702204	94734992	minus	14		
1868482	Carlito syrichta	103270301	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_007253880.1	887523	923270	plus	11		
1868482	Carlito syrichta	103266391	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_007251272.1	25097	80821	minus	14		
60711	Chlorocebus sabaeus	103248034	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_132904.1	70845244	70903012	minus	14		
60711	Chlorocebus sabaeus	103246223	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		27	NC_132930.1	12907861	12943419	minus	14		
1230840	Orycteropus afer afer	103207850	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_006921986.1	2238163	2279191	minus	14		
1230840	Orycteropus afer afer	103197086	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_006921661.1	7119034	7164486	plus	14		
9365	Erinaceus europaeus	103113273	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		3	NC_080164.1	156609187	156652566	minus	15		
9365	Erinaceus europaeus	103111023	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		17	NC_080178.1	62842275	62897923	plus	14		
118797	Lipotes vexillifer	103074009	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_006774670.1	3643109	3676636	plus	14		
118797	Lipotes vexillifer	103072622	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_006773138.1	1676792	1744434	minus	14		
9767	Balaenoptera acutorostrata	103013133	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		9	NC_080072.1	54006555	54080485	minus	14		
9767	Balaenoptera acutorostrata	103005357	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		5	NC_080068.1	80419829	80455732	minus	16		
9755	Physeter macrocephalus	102979406	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		16	NC_041229.1	58388380	58453037	plus	15		
9755	Physeter macrocephalus	102976351	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		7	NC_041220.1	80952131	80983113	minus	15		
9694	Panthera tigris	102958359	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		D1	NC_056669.1	57025778	57074883	plus	15		
9694	Panthera tigris	102948905	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		B1	NC_056663.1	172734512	172772921	minus	14		
230844	Peromyscus maniculatus bairdii	102924960	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_056008.1	83923916	83979498	minus	14		
230844	Peromyscus maniculatus bairdii	102904314	0	live	Pgm2		phosphoglucomutase 2	phosphoglucomutase-2		10	NC_056017.1	57273735	57304328	plus	15		
9402	Pteropus alecto	102896212	0	live	PGM2	PAL_GLEAN10022631	phosphoglucomutase 2	phosphoglucomutase-2|Phosphoglucomutase-2		Un	NW_006441953.1	10081278	10110860	minus	14		
